timestamp,pos_x,pos_y,pos_z,b827eb4521b4,b827ebfd7811,000000000202,000000000101,000000000402,000000000301,000000000201,000000000302,000000000401,b827ebf7d096,000000000102,b827eb917e19
1581249602.321844,18.024115791,8.465231581,1.828273697,-73,-77,100,-82,-74,100,100,100,100,100,100,100
1581249603.6876817,17.928520542,8.444934932,1.827650678,-76,-74,-80,100,100,100,100,100,-62,100,100,100
1581249604.60372,17.890994382,8.444005618,1.793659176,100,100,100,100,-75,-72,100,-77,100,100,-84,100
1581249605.969046,17.878809271,8.446572186,1.862,100,100,-79,-83,100,-77,100,100,-64,100,100,100
1581249607.3275774,17.859921371,8.437663771,1.841585143,-76,100,100,100,100,100,100,100,100,-78,-78,-79
1581249608.6943622,17.641467117,8.432149477,1.858906577,-74,100,100,100,100,100,100,-74,-65,-77,100,100
1581249609.6139958,17.440922175,8.41626226,1.849452452,100,100,-78,-81,100,100,-81,-69,100,100,100,100
1581249610.971158,17.111486879,8.421781656,1.824451975,-78,100,100,100,-74,100,100,100,100,100,-78,-82
1581249611.8921063,16.865468483,8.422413051,1.832214127,100,-74,-80,100,100,-73,100,100,100,100,-81,100
1581249613.2440038,16.522836206,8.457736155,1.84398511,100,-72,-79,100,100,100,-80,100,-65,100,100,100
1581249614.607614,16.077753114,8.478291593,1.854080516,-75,100,-78,100,-72,100,100,100,100,-77,100,100
1581249615.5210035,15.780731298,8.41309123,1.801325021,100,-75,100,100,100,100,-79,100,100,100,-75,-73
1581249616.886086,15.399684908,8.368018732,1.935526626,-74,100,100,100,-74,100,100,100,100,-72,100,-75
1581249617.8017828,15.088504113,8.347752879,1.987210047,100,100,100,100,-78,100,-81,-69,100,100,-80,100
1581249619.1583595,14.652902028,8.377490203,1.891274493,100,100,-80,-81,100,100,100,100,-59,-68,100,100
1581249620.5225987,14.263548089,8.257838163,1.873548397,100,-66,-70,100,100,100,-76,100,100,100,100,-72
1581249621.4376867,13.961906998,8.328738235,1.828322617,100,100,100,-81,-69,100,100,-70,-68,100,100,100
1581249622.79645,13.510136376,8.498482953,1.765,-71,100,100,100,100,100,100,100,100,-74,-80,-71
1581249623.7086549,13.210382764,8.527058116,1.762825651,100,100,100,-76,100,-74,100,-70,-68,100,100,100
1581249625.073022,12.761233544,8.526828674,1.730828674,100,100,100,-78,-74,-81,-76,100,100,100,100,100
1581249625.989641,12.524884115,8.562207726,1.758661805,100,-77,-75,100,100,100,100,-71,-60,100,100,100
1581249627.344035,12.238216895,8.59027861,1.796665668,-70,-77,100,100,-76,100,100,100,100,100,100,-83
1581249628.2590654,11.968851717,8.578590857,1.803647714,100,100,-80,100,100,-74,100,-71,-69,100,100,100
1581249629.6130557,11.534322642,8.586,1.809202036,-67,-79,100,100,100,100,100,100,100,-79,-75,100
1581249630.5290706,11.236202167,8.57659498,1.815075984,100,100,100,100,100,-70,-77,100,100,100,-70,-71
1581249631.8878012,10.792696974,8.574607615,1.812784771,-67,100,100,100,-72,100,-73,100,100,-75,100,100
1581249632.8010695,10.529479246,8.557618578,1.822595356,100,100,100,-74,-69,100,100,100,-69,100,-74,100
1581249633.712499,10.152614804,8.583795825,1.818102087,100,100,100,100,-79,-67,100,100,100,-77,-72,100
1581249635.081875,9.493100455,8.525821238,1.820865928,-61,100,100,100,100,100,-81,100,-64,100,-73,100
1581249635.996622,9.161707053,8.540360563,1.830721126,100,100,-69,-78,-77,100,100,100,100,100,100,-68
1581249636.9076557,8.818058715,8.546872758,1.836404568,100,100,100,100,-73,100,-76,-70,-68,100,100,100
1581249638.2724814,8.309723863,8.520619247,1.840142259,-69,100,-70,-71,100,-71,100,100,100,100,100,100
1581249639.6425712,7.792040098,8.524943535,1.83670431,-65,-74,100,100,100,100,100,-69,-64,100,100,100
1581249640.5570736,7.437886989,8.519359232,1.840676084,100,100,100,-70,100,100,100,100,100,-86,-73,-65
1581249641.465553,7.113063001,8.534,1.834913553,100,100,-78,100,-75,-71,100,100,-66,100,100,100
1581249642.819983,6.633138209,8.532329799,1.793989396,-62,100,100,-75,-78,100,100,-74,100,100,100,100
1581249643.7325222,6.444945252,8.627878032,1.853878032,100,-83,-71,100,100,-77,-76,100,100,100,100,100
1581249645.1059918,5.971568359,8.64993428,1.879,-67,-80,100,100,-74,100,100,100,100,100,100,-63
1581249646.465065,5.4670697,8.668068881,1.878310373,-67,100,-71,100,100,100,-68,-75,100,100,100,100
1581249647.3729815,5.087025624,8.71750183,1.858373627,100,100,100,100,100,100,100,100,-72,-78,-72,-71
1581249648.2900443,4.693923603,8.636550215,1.861887554,100,100,-73,-67,100,-75,-68,100,100,100,100,100
1581249649.6510758,4.22962674,8.59276913,1.852978044,-66,100,-78,100,100,100,100,100,100,100,-71,-65
1581249651.015883,3.602878391,8.616333246,1.817969729,100,-84,100,-67,-79,100,100,100,-69,100,100,100
1581249651.930057,3.240820783,8.576,1.839690753,100,100,100,100,100,100,-75,100,-70,-92,-62,100
1581249653.7442737,2.532917075,8.560035964,1.825964036,-80,100,-76,-70,100,100,-70,100,100,100,100,100
1581249654.65634,2.174719671,8.53764608,1.834,100,100,100,100,100,-74,100,100,100,-84,-63,-71
1581249655.5755022,1.827506668,8.546715556,1.841715556,100,100,-71,-67,100,100,-66,100,-66,100,100,100
1581249656.9473147,1.319126426,8.536238826,1.84,100,-83,100,-65,100,-77,100,100,100,100,100,-72
1581249658.3027687,0.834075426,8.479335197,1.857865921,100,-83,100,100,-74,100,100,-69,-73,100,100,100
1581249659.2192786,0.492253758,8.472116348,1.846846539,100,100,100,100,100,100,100,-79,-69,-85,-65,100
