timestamp,pos_x,pos_y,pos_z,b827eb4521b4,b827ebfd7811,000000000202,000000000101,000000000402,000000000301,000000000201,000000000302,000000000401,b827ebf7d096,000000000102,b827eb917e19
1581249602.3217485,18.024115057,8.465230114,1.828265627,-73,-77,-76,-82,-75,-71,-86,100,-67,-78,-85,-76
1581249603.6871302,17.928552054,8.444930993,1.827690068,-76,-73,-80,-85,-75,-74,-80,-72,-62,-80,100,-74
1581249605.506884,17.879,8.4613611,1.822462998,-74,-75,-82,-82,-75,-72,100,-77,-64,-83,-83,-77
1581249606.8690832,17.876,8.4599663,1.854,-79,-71,-77,-83,-69,-77,-78,-66,-64,-81,100,-74
1581249607.787701,17.809878693,8.444727255,1.842515163,-76,-75,-80,-78,-80,-70,100,-74,-69,-76,-78,-80
1581249609.1528003,17.541798162,8.430722299,1.848030345,-74,-77,-78,-79,-72,100,-86,-70,-62,-79,-74,-77
1581249610.0677187,17.331800191,8.470042816,1.833049952,-75,-73,-78,-81,-74,-81,-80,-67,-65,-73,100,-82
1581249610.973782,17.110677801,8.421650454,1.824823713,-74,-74,-81,-78,-77,-76,-83,-68,-62,100,-79,-80
1581249612.7891169,16.64084103,8.405540722,1.845769381,-79,-72,-81,-80,-75,-75,-79,100,-62,-75,-78,-88
1581249614.1528938,16.236479088,8.481389734,1.847845057,-77,-73,-77,-76,-69,-74,-80,-71,-66,-75,-73,100
1581249615.0710282,15.921849911,8.464757876,1.846848672,-72,-74,-79,-80,-75,100,-80,-71,-55,-73,-76,-73
1581249616.4296465,15.52523504,8.603539267,1.937682662,-74,-75,100,-81,-80,-73,-79,-64,-54,-73,-74,-75
1581249617.3416426,15.259001504,8.440372417,1.970885757,-71,-72,100,-81,-78,-74,-84,-72,-54,-75,-83,-73
1581249618.705135,14.776496816,8.252254778,1.850216561,-72,-72,-79,-81,-72,-75,-81,100,-59,-70,-77,-74
1581249620.0676205,14.36590408,8.387229269,1.862465038,-71,-66,-77,-80,-69,-73,-76,-67,100,-71,-77,-74
1581249620.976122,14.122395243,8.187410215,1.873583625,-68,-68,-71,-75,-69,100,-76,-73,-63,-77,-72,-73
1581249621.8860784,13.823213823,8.419577172,1.792807609,-67,-67,-76,-77,-75,100,-82,-67,-73,-74,-74,-72
1581249623.2550547,13.372694562,8.529,1.757,-73,100,-76,-78,-73,-75,-80,-68,-80,-78,-83,-73
1581249624.1620395,13.060771975,8.532782166,1.760910828,100,-80,-84,-77,-80,-77,-78,-68,-65,-79,-76,-74
1581249625.5288827,12.619114627,8.539515756,1.734128939,-72,-76,-68,-76,-72,-81,-75,100,-60,-82,-73,-75
1581249626.4389954,12.459169366,8.58141167,1.775397082,-68,-76,-81,-74,-76,-73,100,-71,-60,-78,-75,-75
1581249627.8015363,12.109457794,8.588056527,1.79970621,-70,-77,-84,-73,-71,-74,100,-69,-64,-74,-71,-78
1581249628.7125292,11.823376943,8.576065569,1.817868863,-71,-75,-73,-76,100,-78,-79,-75,-72,-73,-76,-69
1581249629.6140814,11.534022829,8.586,1.809209926,-65,-80,-74,-77,-78,100,-74,-73,-69,-80,-76,-77
1581249630.9841728,11.084206105,8.578420611,1.815,-67,-76,100,-77,-78,-70,-77,-69,-62,-84,-72,-71
1581249631.8888328,10.792387483,8.574599679,1.812800642,-73,-85,-73,100,-72,-69,-73,-69,-69,-72,-78,-75
1581249633.7088168,10.154061357,8.583743223,1.818128388,-63,-72,-82,-74,-77,-66,-77,-67,-68,-79,-75,100
1581249634.6290894,9.706318898,8.578080686,1.818489347,-64,-74,-75,-74,100,-71,-81,-75,-65,-77,-72,-72
1581249635.5415523,9.323918034,8.530588738,1.824822523,-61,-70,-76,-79,-75,-71,-77,-76,-64,100,-73,-68
1581249636.4490764,8.992502186,8.540989811,1.833593887,-61,100,-68,-79,-77,-70,-77,-75,-70,-79,-73,-70
1581249637.8164918,8.479614699,8.535262467,1.837747507,-69,-88,-71,-72,-74,-70,-76,100,-74,-83,-69,-67
1581249638.7335858,8.143508611,8.522056622,1.837660265,-66,-72,-70,-69,-75,-74,-73,-70,100,-87,-76,-74
1581249639.6496062,7.789280209,8.524781189,1.836812541,-63,-77,-73,-69,-77,100,-73,-69,-64,-83,-72,-64
1581249641.0115943,7.282658688,8.539580057,1.832900285,-64,-76,-75,-70,100,-70,-77,-70,-71,-91,-74,-65
1581249641.9140615,6.943644212,8.519587325,1.823377745,-75,-83,-80,-74,-78,-72,-75,-77,-66,-77,-78,-71
1581249642.820638,6.63301268,8.532346172,1.794038517,-62,-81,-76,-75,-81,-71,100,-74,-68,-78,-71,-69
1581249644.18865,6.277066834,8.683,1.864529767,-66,-83,-71,-71,-76,-77,-76,100,-70,-79,-68,-66
1581249645.1070502,5.971288655,8.64992672,1.879,-64,-79,-71,-75,-76,-74,-70,-69,100,-81,-73,-64
1581249646.0143857,5.618958827,8.677501716,1.886,-66,-79,-72,-72,-71,-72,-68,-79,-75,100,-71,-70
1581249647.371584,5.087627671,8.717544834,1.858341375,-69,-79,100,-70,-78,-74,-67,-80,-72,-77,-73,-74
1581249648.291542,4.693274579,8.636650065,1.861912516,-68,-82,-73,-67,-81,-75,-68,100,-72,-87,-66,-69
1581249649.650543,4.229835787,8.592711745,1.85299034,-66,-84,-76,-66,100,-77,-72,-76,-69,-82,-72,-65
1581249651.0126324,3.604232808,8.616631218,1.817861375,-76,-85,-78,-68,-79,-77,-73,-80,-69,-82,-64,100
1581249651.928535,3.241406192,8.576,1.839655629,-71,-83,-73,-66,-78,-75,-74,100,-70,-92,-62,-70
1581249653.293053,2.705233581,8.566,1.835738314,-76,-81,-76,-70,-77,-83,-72,-81,-71,-88,-64,100
1581249654.6575267,2.174329707,8.537637602,1.834,-84,-82,-74,-69,-75,-74,-73,-78,100,-84,-63,-69
1581249656.032534,1.656352751,8.535599476,1.841700262,100,-79,-70,-67,-74,-78,-67,-75,-66,-80,-62,-76
1581249657.3960311,1.163203653,8.511650457,1.853325228,-71,-83,-75,-65,-75,-77,100,-76,-73,-83,-60,-71
1581249658.760577,0.650600541,8.486229764,1.846,-77,-82,-78,100,-73,-74,-78,-69,-72,-84,-66,-75
1581249659.6682138,0.354737643,8.448231081,1.846,-75,-84,-71,-67,100,-78,-71,-79,-69,-85,-65,-71
