timestamp,pos_x,pos_y,pos_z,000000000101,000000000102,000000000201,000000000202,000000000301,000000000302,000000000401,000000000402,b827eb4521b4,b827eb917e19,b827ebf7d096,b827ebfd7811
0.0,18.031,8.465,0.0,-77.72598,-76.153145,-74.724686,-80.26725,-71.199646,-71.325745,-63.0128,-73.90537,-75.393974,-82.59482,-74.35842,-71.57756
3.3196963983,17.002249795977363,8.465,0.0,-77.660835,-78.318634,-76.10003,-81.66454,-72.53338,-70.47652,-58.86021,-76.428856,-74.491264,-80.18195,-74.186424,-70.37742
6.6393927966,15.835917897049647,8.465,0.0,-77.7015,-78.572105,-81.61793,-83.5321,-74.99632,-70.35795,-56.03391,-78.90307,-75.38017,-77.004105,-73.01194,-69.606766
9.9590891949,14.749929579545253,8.465,0.0,-78.87717,-76.735405,-80.83506,-82.67399,-75.90886,-71.64198,-58.933643,-79.501625,-75.33755,-75.99846,-72.704056,-68.275
13.2787855932,13.787510816255056,8.465,0.0,-77.84128,-74.57379,-76.670685,-78.879074,-74.85245,-69.321434,-63.42878,-79.37331,-73.031876,-76.17425,-72.95582,-67.64616
16.5984819915,13.017550414228584,8.465,0.0,-74.78455,-72.987404,-74.01862,-77.67384,-74.183266,-67.282936,-65.10713,-78.164444,-70.97289,-74.51984,-73.01503,-68.482574
19.9181783898,12.081317775370046,8.465,0.0,-72.85609,-72.74525,-74.35732,-77.63081,-74.70104,-67.510544,-66.26878,-76.02754,-69.205635,-74.83698,-72.84113,-70.69841
23.2378747881,11.165710583054498,8.465,0.0,-71.66196,-73.582664,-75.40096,-73.9383,-74.86681,-68.5432,-67.053406,-72.313736,-67.905174,-76.83574,-72.6688,-74.10552
26.5575711864,9.957307821117446,8.465,0.0,-70.682686,-73.48708,-76.39219,-70.79248,-74.12593,-69.53696,-68.317444,-69.55406,-66.43399,-76.90267,-74.379654,-76.8232
29.8772675847,9.162546919070763,8.465,0.0,-70.22537,-72.84331,-76.1224,-70.009705,-73.67244,-70.81705,-70.41121,-70.12038,-66.71394,-73.97389,-79.10655,-76.49036
33.196963983,8.361121013925153,8.465,0.0,-68.861275,-72.86717,-75.93498,-68.68422,-73.45456,-71.81559,-72.212585,-72.274445,-67.18904,-72.23682,-87.477234,-78.667915
36.51666038130001,7.543153937250039,8.465,0.0,-68.01189,-72.33179,-75.53608,-67.71827,-72.8135,-73.723976,-72.993645,-73.80566,-66.85017,-70.434875,-89.82855,-78.826004
39.83635677960001,6.290034188424949,8.465,0.0,-67.47539,-70.72863,-73.4374,-68.85,-70.319145,-75.72151,-73.76098,-73.51104,-62.108685,-64.10152,-87.13278,-78.873825
43.15605317790001,5.168540461216091,8.465,0.0,-65.20679,-68.459305,-73.8367,-70.713776,-68.99176,-77.00297,-73.44057,-74.845406,-61.37637,-62.51136,-82.01115,-81.49652
46.475749576200016,4.000946897849731,8.465,0.0,-64.5904,-65.94395,-75.53667,-74.61407,-78.21423,-77.996414,-72.04612,-76.48017,-62.95339,-62.880917,-80.1497,-82.64961
49.79544597450002,3.0421482884876982,8.465,0.0,-64.34026,-64.67149,-76.17787,-76.7564,-79.76161,-79.087135,-69.6665,-75.836365,-67.058784,-63.39689,-80.72188,-82.61103
53.11514237280002,1.8634405354609056,8.465,0.0,-67.992516,-61.858994,-71.87332,-75.945885,-76.997856,-78.72932,-69.41801,-76.745865,-70.24471,-66.84088,-82.35636,-82.547806
56.434838771100026,2.515679109316349,7.632228194766452,0.0,-64.91368,-60.461758,-72.58793,-75.785126,-76.53337,-77.07565,-75.21464,-76.71763,-67.74373,-63.670322,-81.17033,-81.15925
59.75453516940003,2.995772894011547,7.019249165638014,0.0,-65.30943,-60.615555,-72.04263,-75.7185,-76.322296,-75.3184,-78.93957,-77.19976,-66.450134,-63.40096,-81.975075,-79.95415
63.07423156770003,3.500295085811067,6.3750801862387805,0.0,-65.82644,-62.614555,-72.10167,-76.72531,-77.15567,-75.15756,-77.45666,-77.368645,-65.97163,-64.66272,-83.60946,-76.287186
66.39392796600004,4.240366085680188,5.430164802104203,0.0,-67.213486,-70.14117,-73.30547,-77.81399,-78.453606,-76.80467,-74.07703,-77.49975,-65.3214,-68.63819,-84.94784,-74.78954
69.71362436430003,4.828656096441216,4.679041894168211,0.0,-66.852455,-75.66375,-74.060165,-78.6714,-79.66511,-78.51573,-71.70522,-77.31954,-65.09016,-79.75794,-82.62585,-75.95605
73.03332076260003,5.578238543947492,3.721982387105797,0.0,-64.98649,-75.53753,-76.06146,-79.95794,-79.48436,-79.18842,-70.1277,-75.890015,-66.7023,-80.13904,-82.64252,-78.13424
76.35301716090002,6.244436812123759,2.871386981266504,0.0,-60.054432,-72.03074,-77.47552,-79.74539,-79.402504,-79.3296,-69.9054,-70.7015,-70.032234,-77.83206,-86.940575,-75.82236
79.67271355920002,6.964477212002632,1.9520464704718876,0.0,-57.546593,-70.90824,-78.98673,-76.99738,-77.10513,-76.394394,-70.99403,-66.10082,-73.92529,-77.17642,-89.24162,-73.7541
82.99240995750002,7.42444620168945,1.3647625819574398,0.0,-59.901028,-71.769905,-79.89375,-74.71965,-74.91087,-78.6721,-71.18761,-66.23694,-74.8484,-76.35885,-88.100914,-72.18034
86.31210635580001,8.40100601199692,1.8866174531205693,0.0,-61.48203,-70.46883,-82.44813,-74.376785,-75.40726,-76.106766,-72.38553,-65.10363,-72.027306,-78.08124,-88.18642,-72.27003
89.63180275410001,9.111402192775406,2.2662395750653728,0.0,-65.69746,-70.73705,-83.19494,-74.90781,-74.895546,-78.522545,-66.37379,-64.94197,-73.28291,-78.035255,-84.08572,-70.86316
