timestamp,pos_x,pos_y,pos_z,000000000101,000000000102,000000000201,000000000202,000000000301,000000000302,000000000401,000000000402,b827eb4521b4,b827eb917e19,b827ebf7d096,b827ebfd7811
0.0,18.031,8.465,0.0,-77.72598,-76.153145,-74.724686,-80.26725,-71.199646,-71.325745,-63.0128,-73.90537,-75.393974,-82.59482,-74.35842,-71.57756
3.3196963983,16.828436752297147,8.465,0.0,-77.62941,-78.69199,-76.83814,-81.96115,-72.93296,-70.18245,-58.232735,-76.97743,-74.37484,-79.6159,-73.94359,-70.299095
6.6393927966,16.00032076267172,8.465,0.0,-77.517235,-78.670616,-80.57722,-83.34373,-74.69903,-69.9806,-56.04888,-78.67641,-75.192474,-77.339325,-73.16336,-69.83448
9.9590891949,14.797346034410648,8.465,0.0,-78.90078,-76.837814,-81.12467,-82.90959,-75.94513,-71.61692,-58.730404,-79.49187,-75.36432,-75.99675,-72.7037,-68.32641
13.2787855932,13.884091861475028,8.465,0.0,-78.205635,-74.852585,-77.08258,-79.21341,-74.94897,-69.663574,-63.060295,-79.470436,-73.49277,-76.35026,-72.934555,-67.59146
16.5984819915,12.85401684402446,8.465,0.0,-74.13479,-72.78731,-73.75935,-77.61796,-74.16139,-67.033806,-65.431854,-77.95758,-70.53651,-74.227646,-73.030876,-68.649345
19.9181783898,11.746017965866455,8.465,0.0,-72.37234,-72.923965,-74.50499,-76.36248,-74.82836,-67.61812,-66.54244,-74.38716,-69.002335,-75.51124,-72.75318,-71.999535
23.2378747881,10.967070308329008,8.465,0.0,-71.33855,-73.69031,-75.89558,-73.0345,-74.85323,-68.73954,-67.11968,-71.76215,-67.67245,-77.15198,-72.701485,-75.001976
26.5575711864,9.798709171327165,8.465,0.0,-70.57423,-73.39984,-76.53086,-70.63798,-73.96447,-69.772995,-68.81177,-69.596725,-66.39496,-76.42822,-74.895386,-76.661476
29.8772675847,8.817982702809198,8.465,0.0,-69.90952,-72.83157,-76.04423,-69.71609,-73.59997,-71.30295,-71.132286,-70.981125,-66.9187,-73.193665,-82.01632,-77.2859
33.196963983,7.941608840053044,8.465,0.0,-67.93331,-72.72128,-75.81037,-68.018425,-73.28712,-72.8079,-72.7534,-73.320885,-67.47525,-71.311,-89.54724,-79.36612
36.51666038130001,6.786222537042899,8.465,0.0,-67.92724,-71.53689,-73.61757,-68.0633,-71.384995,-75.0718,-73.58707,-73.27026,-64.00514,-66.45404,-88.6165,-78.006584
39.83635677960001,6.031983858130992,8.465,0.0,-67.01715,-69.8353,-73.458435,-69.09855,-69.934425,-76.08834,-73.83153,-73.85534,-61.782146,-62.957096,-86.16137,-79.2318
43.15605317790001,5.119631443308196,8.465,0.0,-65.18526,-68.37338,-73.85679,-70.79957,-68.954216,-77.014915,-73.39113,-74.89526,-61.359463,-62.535885,-81.95566,-81.67291
46.475749576200016,4.127183140359041,8.465,0.0,-64.67302,-66.22508,-75.15833,-74.04005,-77.18758,-77.8166,-72.2631,-76.28477,-62.588215,-62.83214,-80.09286,-82.70485
49.79544597450002,2.9796818477465496,8.465,0.0,-64.35035,-64.55863,-76.15168,-76.70884,-79.71223,-79.11908,-69.45986,-75.76083,-67.31191,-63.525223,-80.86457,-82.64158
53.11514237280002,1.9134795567452736,8.465,0.0,-67.56463,-61.944817,-72.23661,-76.01703,-77.036896,-78.79978,-69.25726,-76.66959,-70.124245,-66.50637,-82.242546,-82.57471
56.434838771100026,2.3827975306457057,9.464415424305516,0.0,-68.72292,-64.76023,-74.79774,-75.81912,-76.350266,-80.09925,-67.823875,-75.95871,-69.89579,-70.902306,-81.83531,-81.75035
59.75453516940003,2.8914302912722416,10.547551921406948,0.0,-72.22275,-66.257225,-67.46628,-72.00398,-73.033104,-80.78217,-70.22618,-78.9436,-67.60454,-77.32819,-84.2185,-79.02071
63.07423156770003,3.23372444943563,11.276469372564996,0.0,-76.16964,-67.76854,-66.28297,-70.44017,-75.39711,-80.91354,-73.25103,-81.151306,-67.7747,-80.48124,-83.5818,-78.82159
66.39392796600004,3.6694163253032985,12.204277820572852,0.0,-80.40201,-70.78014,-65.697685,-68.03302,-76.70954,-78.46195,-79.37104,-79.38678,-69.31837,-78.06071,-79.15031,-83.20776
69.71362436430003,4.063112052632032,13.042655219813458,0.0,-78.49404,-71.99526,-67.98376,-65.63662,-77.182304,-77.11411,-78.758415,-77.26855,-70.81892,-75.50956,-81.964905,-84.41204
73.03332076260003,4.553713562203521,14.0873940602597,0.0,-76.38895,-77.315125,-69.931984,-64.41732,-77.39475,-75.585945,-75.14871,-78.56016,-72.8032,-72.22357,-78.795334,-83.49068
76.35301716090002,5.003805644037505,15.04586783275173,0.0,-73.81326,-77.72861,-69.707664,-63.684425,-77.1061,-75.023735,-71.14227,-82.11968,-77.98357,-70.71375,-76.89434,-81.42452
79.67271355920002,5.412611832506447,15.916423049105084,0.0,-76.02788,-77.68349,-68.81029,-62.190254,-77.12263,-75.132385,-72.753525,-81.251564,-76.11819,-71.55294,-76.351875,-79.65879
82.99240995750002,4.395598551935928,16.183194617053573,0.0,-77.51929,-77.11198,-70.81456,-60.747574,-77.895134,-75.07437,-71.31897,-80.795784,-73.8544,-75.63165,-78.04865,-81.18856
86.31210635580001,3.342794450195589,16.459354433576635,0.0,-74.77349,-77.12931,-73.27233,-61.51121,-78.11716,-75.30398,-70.48345,-79.96778,-75.68588,-79.53549,-80.71947,-83.59189
89.63180275410001,4.249384596474604,15.977612091347094,0.0,-76.98036,-77.20188,-70.749054,-61.08422,-77.752884,-74.86659,-70.83847,-81.12153,-74.083176,-75.79571,-78.23231,-81.572586
92.9514991524,5.283169298943744,15.428281320466112,0.0,-74.39792,-77.77682,-69.328354,-63.187775,-76.89563,-75.04631,-71.11302,-82.46803,-78.34492,-70.732635,-76.12679,-80.69091
96.2711955507,6.032441799392838,15.030134163433765,0.0,-76.43841,-78.21944,-69.17476,-63.217274,-77.08688,-74.50195,-71.69244,-77.94342,-75.21632,-72.18303,-74.51575,-79.65774
99.590891949,7.000371357481698,14.515797388055416,0.0,-78.298454,-79.329025,-69.79461,-62.66946,-73.13751,-73.05199,-72.36112,-73.35199,-72.00847,-66.78004,-73.30009,-78.13014
102.9105883473,7.673540686999811,14.158089805582597,0.0,-77.98487,-79.894264,-69.998116,-63.0293,-68.94607,-72.83818,-74.40564,-75.54643,-71.04655,-64.26613,-73.39014,-79.169716
106.2302847456,8.687369769571342,13.619363018331454,0.0,-76.219795,-79.23203,-70.49518,-66.63277,-65.33277,-72.35415,-74.77481,-80.902054,-71.06986,-62.380013,-74.27268,-82.1056
109.54998114389998,9.394878429426496,13.243408260445294,0.0,-75.2933,-77.18162,-71.917755,-67.5572,-65.86535,-71.9942,-70.188614,-77.34166,-72.093796,-62.15583,-73.70771,-82.506805
112.86967754219998,10.403134070869564,12.707643078936862,0.0,-74.30624,-74.88085,-74.71189,-68.11024,-66.73168,-71.93513,-65.00236,-69.59769,-73.32138,-67.656105,-69.65758,-76.63274
116.18937394049998,11.34136342673198,12.209088346904103,0.0,-79.44168,-73.87118,-73.1556,-69.57638,-67.439804,-71.588936,-63.590397,-71.42103,-72.43484,-71.11057,-66.59762,-75.32614
